Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
538170.0,181730.0,-0.010015,51.517546,1,2,2,1,2005-03-17,5,21:05:00,5,E09000030,3,12,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004248
534980.0,182730.0,-0.05558,51.527303,1,2,1,1,2005-03-28,2,17:35:00,5,E09000030,3,107,7,30,6,2,3,1209,0,5,1,1,1,0,0,1,1,E01004212
533490.0,182270.0,-0.07722,51.523523,1,2,2,1,2005-03-31,5,15:20:00,4,E09000012,3,10,6,30,3,2,3,1209,0,5,1,1,1,0,0,1,1,E01001771
535360.0,180770.0,-0.050857,51.509599,1,2,1,1,2005-04-18,2,15:15:00,5,E09000030,3,1203,3,50,6,2,3,1203,0,5,1,1,1,0,0,1,1,E01004303
533890.0,182090.0,-0.071526,51.521811,1,2,1,1,2005-04-17,1,01:30:00,5,E09000030,4,134,6,30,6,4,5,0,0,0,4,1,1,0,0,1,1,E01004306
534610.0,181310.0,-0.061452,51.51463,1,2,1,2,2005-04-13,4,07:10:00,5,E09000030,3,13,3,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,E01004304
537270.0,181810.0,-0.022947,51.518484,1,2,1,1,2005-04-21,5,19:09:00,5,E09000030,4,140,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01004242
536410.0,182580.0,-0.035036,51.525612,1,2,1,1,2005-04-16,7,02:16:00,5,E09000030,3,1205,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004232
534960.0,181890.0,-0.056189,51.519759,1,2,2,1,2005-05-12,5,15:30:00,5,E09000030,3,11,3,50,6,2,3,11,0,5,1,1,1,0,0,1,2,E01004322
536870.0,183720.0,-0.027967,51.535745,1,2,1,1,2005-05-16,2,16:58:00,5,E09000030,4,118,6,30,6,2,5,0,0,0,1,1,1,0,0,1,2,E01004224
537150.0,182780.0,-0.024298,51.52723,1,2,1,1,2005-01-21,6,10:55:00,5,E09000030,6,0,6,30,3,4,3,11,0,0,1,1,1,0,0,1,1,E01004267
535500.0,181200.0,-0.048676,51.513429,1,2,2,1,2005-05-29,1,21:25:00,5,E09000030,3,13,3,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01004305
537260.0,180980.0,-0.023414,51.511028,1,2,1,1,2005-06-05,1,22:54:00,5,E09000030,3,13,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01004253
535950.0,182220.0,-0.041802,51.522487,1,2,2,1,2005-05-30,2,16:02:00,5,E09000030,5,0,2,30,3,4,3,11,0,0,1,1,1,0,0,1,1,E01004262
534620.0,181310.0,-0.061308,51.514628,1,2,2,1,2005-05-31,3,18:40:00,5,E09000030,6,0,3,30,3,4,3,13,0,0,1,1,1,0,0,1,1,E01004304
534550.0,181320.0,-0.062313,51.514735,1,2,1,1,2005-06-13,2,10:40:00,5,E09000030,3,13,6,30,6,2,4,108,0,5,1,1,1,0,0,1,1,E01004321
534960.0,180920.0,-0.05656,51.511042,1,2,2,1,2005-06-20,2,17:56:00,5,E09000030,4,126,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004301
533950.0,181310.0,-0.070958,51.514787,1,2,2,1,2005-06-16,5,09:56:00,5,E09000030,3,13,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004325
538460.0,180620.0,-0.006274,51.5075,1,2,2,1,2005-06-29,4,15:30:00,5,E09000030,3,1261,7,30,5,4,6,0,0,0,1,1,1,0,0,1,1,E01004220
535360.0,180780.0,-0.050853,51.509689,1,2,2,1,2005-07-04,2,17:05:00,5,E09000030,3,1203,6,30,6,2,3,1204,0,5,1,2,2,0,0,1,1,E01004303
534090.0,181330.0,-0.068934,51.514934,1,2,2,1,2005-07-08,6,16:15:00,5,E09000030,3,13,3,30,7,4,4,134,0,0,1,1,1,0,0,1,1,E01004320
536990.0,180430.0,-0.027516,51.506151,1,2,2,1,2005-07-20,4,12:05:00,5,E09000030,3,1206,1,30,1,4,3,1206,0,0,1,1,1,0,0,1,1,E01004277
533690.0,182790.0,-0.074142,51.528149,1,2,2,1,2005-08-08,2,08:31:00,5,E09000030,4,118,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004311
534690.0,180720.0,-0.060525,51.509309,1,2,1,2,2005-08-07,1,14:35:00,5,E09000030,3,1203,6,30,3,4,4,108,0,0,1,1,1,0,0,1,1,E01004294
534260.0,181320.0,-0.066489,51.514804,1,2,2,1,2005-08-01,2,19:48:00,5,E09000030,3,13,6,30,6,4,3,13,0,0,1,1,1,0,0,1,1,E01004325
534030.0,181450.0,-0.069753,51.516026,1,2,2,1,2005-08-11,5,00:50:00,5,E09000030,3,11,6,30,3,2,4,134,0,0,4,1,1,0,0,1,2,E01004325
534740.0,180730.0,-0.059801,51.509387,1,2,2,1,2005-08-12,6,17:29:00,5,E09000030,3,1203,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004296
533640.0,180730.0,-0.075643,51.509648,1,2,3,2,2005-08-26,6,21:16:00,5,E09000030,3,100,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01004293
535000.0,181280.0,-0.055847,51.514268,1,2,2,1,2005-08-23,3,09:55:00,5,E09000030,6,0,3,30,3,4,3,13,0,0,1,1,1,0,0,1,1,E01004298
536000.0,181120.0,-0.041506,51.51259,1,2,2,1,2005-01-15,7,07:00:00,5,E09000030,3,13,6,30,6,2,4,126,0,0,1,1,1,0,0,1,1,E01004299
534480.0,181720.0,-0.063168,51.518346,1,2,2,1,2005-09-01,5,12:09:00,5,E09000030,3,11,6,30,6,2,4,108,0,5,1,1,1,0,0,1,1,E01004309
533950.0,181390.0,-0.070928,51.515506,1,2,3,1,2005-08-18,5,07:05:00,5,E09000030,3,11,3,50,3,2,3,11,0,5,1,1,1,0,0,1,1,E01004325
535910.0,181160.0,-0.042786,51.512972,1,2,2,1,2005-09-06,3,14:07:00,5,E09000030,3,13,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004299
535550.0,180700.0,-0.048148,51.508924,1,2,2,1,2005-09-10,7,14:30:00,5,E09000030,3,101,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01004303
533980.0,181380.0,-0.070499,51.515409,1,2,2,1,2005-09-17,7,14:15:00,5,E09000030,3,11,6,30,3,4,4,145,0,0,1,1,1,0,0,1,1,E01004325
538360.0,181080.0,-0.007533,51.511658,1,2,3,1,2005-09-06,3,12:00:00,5,E09000030,3,102,7,30,5,4,3,13,0,0,1,1,1,0,0,1,1,E01004243
534840.0,181850.0,-0.057933,51.519428,1,2,2,1,2005-09-28,4,18:00:00,5,E09000030,3,11,3,30,3,4,5,0,0,0,1,1,1,0,0,1,2,E01004322
535170.0,180770.0,-0.053594,51.509644,1,2,2,1,2005-08-17,4,18:43:00,5,E09000030,6,0,3,30,3,4,3,1203,0,0,1,1,1,0,0,1,1,E01004303
533680.0,180830.0,-0.075029,51.510538,48,2,2,1,2005-10-17,2,10:45:00,570,E09000001,3,1211,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000005
538100.0,181020.0,-0.011301,51.511183,1,2,1,2,2005-10-13,5,07:23:00,5,E09000030,3,13,3,50,3,2,6,0,0,5,1,2,2,0,0,1,1,E01004219
533840.0,182110.0,-0.072239,51.522003,1,2,1,1,2005-10-20,5,09:17:00,5,E09000030,5,0,6,30,8,4,5,0,0,0,1,2,2,0,0,1,1,E01004317
534250.0,183150.0,-0.065937,51.531251,1,2,2,1,2005-10-15,7,01:20:00,5,E09000030,3,1208,6,30,3,4,4,108,0,0,4,1,1,0,0,1,2,E01004204
533900.0,182440.0,-0.071249,51.524954,1,2,1,1,2005-10-23,1,17:37:00,5,E09000030,3,1209,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004317
533530.0,181490.0,-0.076939,51.516504,1,2,1,1,2005-10-28,6,09:15:00,5,E09000030,3,1210,2,30,3,4,5,0,0,0,1,2,2,6,0,1,1,E01000005
536900.0,181370.0,-0.028447,51.51462,1,2,2,1,2005-11-07,2,19:20:00,5,E09000030,3,1205,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004251
537160.0,184130.0,-0.023628,51.539359,1,2,1,3,2005-11-21,2,19:34:00,5,E09000030,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004224
536950.0,181110.0,-0.027828,51.512271,1,2,1,1,2005-11-24,5,07:40:00,5,E09000030,3,1205,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004252
537500.0,180960.0,-0.019965,51.51079,1,2,1,1,2005-06-14,3,08:28:00,5,E09000030,3,13,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01004257
534440.0,181310.0,-0.063901,51.514671,1,2,2,1,2005-12-15,5,08:24:00,5,E09000030,3,13,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004321
536760.0,181730.0,-0.030324,51.517889,1,2,1,1,2005-12-19,2,12:30:00,5,E09000030,3,1205,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01004273
537520.0,182900.0,-0.018921,51.528218,1,2,1,1,2005-12-15,5,15:05:00,5,E09000030,3,11,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01004227
534690.0,180730.0,-0.060521,51.509399,1,2,2,1,2005-12-06,3,19:57:00,5,E09000030,3,1203,6,30,3,2,4,108,0,5,4,1,2,0,0,1,1,E01004295
537260.0,181790.0,-0.023099,51.518307,1,2,2,1,2005-12-03,7,11:30:00,5,E09000030,4,140,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01004272
534880.0,182720.0,-0.057024,51.527237,1,2,2,1,2005-12-02,6,13:00:00,5,E09000030,3,1209,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004211
535530.0,182090.0,-0.047902,51.52142,1,2,2,1,2005-12-19,2,15:35:00,5,E09000030,3,11,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01004290
536070.0,181130.0,-0.040494,51.512663,1,2,1,1,2005-12-23,6,10:24:00,5,E09000030,3,13,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004299
538100.0,181020.0,-0.011301,51.511183,1,2,2,1,2005-12-24,7,21:04:00,5,E09000030,3,13,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004219
534240.0,181600.0,-0.066671,51.517325,1,2,1,1,2005-12-30,6,19:15:00,5,E09000030,3,11,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01004309
505490.0,176690.0,-0.48232,51.479287,1,2,3,1,2005-01-20,5,17:40:00,57,EHEATHROW,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002444
503870.0,175710.0,-0.505928,51.470778,1,2,2,1,2005-06-22,4,10:45:00,57,EHEATHROW,1,25,3,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01002444
509650.0,175450.0,-0.422823,51.467351,1,2,2,1,2005-08-12,6,16:30:00,57,EHEATHROW,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002444
507400.0,176790.0,-0.454796,51.479827,1,2,3,1,2005-09-09,6,07:10:00,57,EHEATHROW,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002444
509350.0,176440.0,-0.426834,51.476308,1,2,1,1,2005-11-04,6,12:14:00,57,EHEATHROW,6,0,1,40,1,4,6,0,0,0,1,1,2,0,0,1,1,E01002444
508020.0,174260.0,-0.446644,51.456968,1,2,1,1,2005-11-25,6,14:48:00,57,EHEATHROW,6,0,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002444
535390.0,192070.0,-0.046077,51.611137,1,2,1,1,2005-01-17,2,11:23:00,32,E09000010,3,406,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01001559
539040.0,193920.0,0.007336,51.626872,1,2,2,1,2005-01-20,5,18:23:00,13,E09000031,4,146,6,30,1,4,3,110,0,0,4,1,1,0,0,1,1,E01004389
536850.0,187490.0,-0.026789,51.569628,1,2,2,1,2005-01-18,3,12:00:00,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004427
538150.0,188270.0,-0.007737,51.57632,1,2,1,1,2005-02-09,4,19:00:00,13,E09000031,4,159,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004364
538020.0,189690.0,-0.009054,51.589112,1,2,1,1,2005-02-13,1,06:41:00,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,E01004407
539830.0,187840.0,0.016319,51.572042,1,2,2,3,2005-03-06,1,20:35:00,13,E09000031,3,12,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004438
537770.0,188110.0,-0.01328,51.574975,1,2,1,1,2005-04-16,7,12:02:00,13,E09000031,3,104,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004420
539460.0,187330.0,0.010782,51.567551,1,2,2,1,2005-04-19,3,09:31:00,13,E09000031,6,0,6,30,3,4,3,11,0,5,1,1,1,0,0,1,1,E01004440
537360.0,193030.0,-0.017268,51.619287,1,2,1,2,2005-04-26,3,16:07:00,13,E09000031,6,0,6,30,3,4,3,112,0,0,1,2,2,0,0,1,1,E01004451
538190.0,185870.0,-0.008103,51.554744,1,2,3,1,2005-04-26,3,17:45:00,13,E09000031,3,12,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004430
536650.0,187360.0,-0.029724,51.568508,1,2,2,1,2005-04-27,4,16:47:00,13,E09000031,6,0,6,30,3,4,3,104,0,0,1,2,2,0,0,1,1,E01004427
537380.0,191890.0,-0.017426,51.609038,1,2,2,1,2005-04-22,6,15:00:00,13,E09000031,3,112,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01004418
537280.0,189830.0,-0.019675,51.590551,1,2,1,2,2005-05-03,3,15:15:00,13,E09000031,6,0,6,30,3,4,3,503,0,1,1,1,1,0,0,1,1,E01004460
537290.0,188810.0,-0.019929,51.581383,1,2,1,1,2005-05-06,6,08:13:00,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004443
539490.0,188360.0,0.011623,51.576799,1,2,2,1,2005-05-12,5,17:50:00,13,E09000031,3,114,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01004362
539290.0,193760.0,0.010881,51.625373,1,2,1,1,2005-04-07,5,15:15:00,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01004389
537360.0,189810.0,-0.018528,51.590352,1,2,1,1,2005-05-11,4,09:32:00,13,E09000031,3,503,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004460
539400.0,186880.0,0.009738,51.563522,1,2,2,1,2005-05-12,5,11:20:00,13,E09000031,3,11,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004333
536620.0,187350.0,-0.03016,51.568425,1,2,1,1,2005-05-24,3,16:00:00,13,E09000031,3,104,6,40,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01004427
539390.0,193990.0,0.012417,51.627415,1,2,1,1,2005-06-07,3,17:00:00,13,E09000031,3,110,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004389
538560.0,187560.0,-0.002104,51.56984,1,2,2,2,2005-06-14,3,08:00:00,13,E09000031,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004437
539150.0,188550.0,0.006795,51.57859,1,2,2,2,2005-06-18,7,00:15:00,13,E09000031,3,114,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01004363
537360.0,193050.0,-0.01726,51.619467,1,2,1,1,2005-05-15,1,21:32:00,13,E09000031,3,112,6,40,3,4,6,0,0,4,1,1,1,0,0,1,1,E01004451
536180.0,190550.0,-0.035265,51.597288,1,2,3,2,2005-06-07,3,14:40:00,13,E09000031,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004400
539690.0,187900.0,0.014324,51.572616,1,2,3,2,2005-06-28,3,09:35:00,13,E09000031,3,12,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004436
536540.0,187300.0,-0.031333,51.567996,1,2,1,2,2005-06-03,6,14:20:00,13,E09000031,6,0,6,30,6,4,3,104,0,8,1,1,1,0,0,1,1,E01004422
538180.0,192900.0,-0.005482,51.617918,1,2,2,1,2005-06-26,1,19:13:00,13,E09000031,3,1009,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004413
537760.0,193500.0,-0.011309,51.623413,1,2,1,1,2005-07-14,5,08:40:00,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004355
536530.0,190800.0,-0.030117,51.59945,1,2,2,1,2005-07-21,5,18:59:00,13,E09000031,4,179,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004400
538140.0,188370.0,-0.007842,51.577221,1,2,1,1,2005-07-31,1,12:25:00,13,E09000031,4,159,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004365
539530.0,187660.0,0.011922,51.570499,1,2,2,3,2005-07-21,5,10:35:00,13,E09000031,3,106,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01004438
536530.0,189650.0,-0.030564,51.589116,1,2,1,1,2005-08-10,4,15:00:00,13,E09000031,5,0,6,30,3,4,3,503,0,0,1,1,1,0,0,1,1,E01004458
538060.0,186130.0,-0.009875,51.557112,1,2,2,1,2005-08-05,6,08:15:00,13,E09000031,3,106,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004430
539050.0,190610.0,0.006168,51.597126,1,2,2,1,2005-08-09,3,13:10:00,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004377
535790.0,190670.0,-0.040845,51.59846,1,2,3,2,2005-08-22,2,16:36:00,13,E09000031,4,179,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01004398
538730.0,190100.0,0.001349,51.592622,1,2,1,1,2005-08-04,5,05:06:00,13,E09000031,3,503,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004469
537490.0,190230.0,-0.016488,51.594094,1,2,2,6,2005-08-13,7,21:38:00,13,E09000031,3,112,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01004342
538660.0,193570.0,0.001711,51.623821,1,2,1,1,2005-08-27,7,19:11:00,13,E09000031,4,160,6,30,2,4,4,160,0,0,1,1,1,0,0,1,1,E01004359
535900.0,189640.0,-0.039657,51.589178,1,2,2,3,2005-08-10,4,20:15:00,13,E09000031,4,179,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004461
538180.0,190450.0,-0.006447,51.595902,1,2,3,2,2005-09-08,5,11:14:00,13,E09000031,6,0,6,30,3,4,4,160,0,1,1,1,1,0,0,1,1,E01004348
538290.0,189960.0,-0.005053,51.591472,1,2,1,1,2005-08-16,3,14:04:00,13,E09000031,3,503,6,30,6,2,4,160,0,5,1,1,1,0,0,1,1,E01004470
537610.0,194890.0,-0.012929,51.63594,1,2,1,1,2005-09-03,7,22:29:00,13,E09000031,3,112,6,30,6,2,3,110,0,5,1,1,1,0,0,1,2,E01004350
537620.0,189750.0,-0.014801,51.589749,1,2,3,1,2005-09-09,6,08:53:00,13,E09000031,3,503,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004407
537450.0,191210.0,-0.016682,51.60291,1,2,4,1,2005-09-23,6,14:00:00,13,E09000031,3,112,6,30,9,2,3,112,0,5,1,2,2,0,0,1,1,E01004455
536210.0,190130.0,-0.034995,51.593506,1,2,1,1,2005-09-21,4,09:30:00,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004404
539400.0,186870.0,0.009734,51.563432,1,2,2,1,2005-09-17,7,15:10:00,13,E09000031,6,0,6,30,3,4,3,11,0,1,1,1,1,0,0,1,2,E01004333
537110.0,188300.0,-0.022724,51.576843,1,2,1,1,2005-10-07,6,18:18:00,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004445
539270.0,187520.0,0.008117,51.569305,1,2,2,1,2005-11-05,7,19:15:00,13,E09000031,3,106,6,30,3,4,3,106,0,0,4,1,1,0,0,1,2,E01004440
537330.0,190930.0,-0.018523,51.600424,1,2,1,2,2005-11-09,4,17:45:00,13,E09000031,4,179,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004344
535850.0,189440.0,-0.040455,51.587393,1,2,2,1,2005-11-05,7,17:00:00,13,E09000031,4,179,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01004461
537400.0,189940.0,-0.0179,51.59151,1,2,1,1,2005-11-12,7,12:30:00,13,E09000031,3,112,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004460
537140.0,189830.0,-0.021694,51.590585,1,2,2,3,2005-11-30,4,18:20:00,13,E09000031,3,503,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01004460
537620.0,189750.0,-0.014801,51.589749,1,2,2,1,2005-11-30,4,17:13:00,13,E09000031,3,503,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01004407
538580.0,192960.0,0.000315,51.618359,1,2,1,4,2005-12-02,6,08:50:00,13,E09000031,4,160,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01004413
539180.0,187370.0,0.00676,51.56798,1,2,2,1,2005-12-13,3,17:05:00,13,E09000031,3,106,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,E01004439
539190.0,194660.0,0.009795,51.633485,1,2,1,1,2005-12-24,7,23:34:00,13,E09000031,3,1069,6,30,8,4,6,0,0,1,4,1,2,0,0,1,1,E01004352
539520.0,194730.0,0.014588,51.634032,1,2,1,1,2005-12-17,7,18:30:00,13,E09000031,3,1069,6,30,3,4,5,0,0,0,4,1,4,0,0,2,1,E01004352
537470.0,188500.0,-0.017454,51.578553,1,2,1,1,2005-12-10,7,15:30:00,13,E09000031,3,112,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01004406
536270.0,187120.0,-0.035296,51.566443,1,2,2,1,2005-12-05,2,20:15:00,13,E09000031,3,1006,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,E01004427
538240.0,194180.0,-0.004111,51.629406,1,2,1,1,2005-12-13,3,15:02:00,13,E09000031,4,169,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004358
543980.0,186850.0,0.075756,51.562103,1,2,1,1,2005-01-21,6,13:44:00,14,E09000026,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01003783
544040.0,185290.0,0.075983,51.54807,1,2,1,1,2005-01-12,4,13:30:00,14,E09000026,3,123,6,30,9,4,6,0,0,1,1,1,1,0,0,1,1,E01003734
543290.0,188240.0,0.066375,51.574768,1,2,1,1,2005-01-16,1,10:55:00,14,E09000026,3,123,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003690
545180.0,185610.0,0.092545,51.550653,1,2,3,2,2005-02-03,5,00:01:00,14,E09000026,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01003739
543590.0,186290.0,0.069905,51.55717,1,2,2,3,2005-02-15,3,10:49:00,14,E09000026,3,118,3,40,5,4,3,118,0,0,1,1,1,0,0,1,1,E01003728
545690.0,186790.0,0.100384,51.561125,1,2,1,1,2005-03-02,4,21:00:00,14,E09000026,3,1083,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01003715
544420.0,187040.0,0.082178,51.563698,1,2,1,1,2005-03-02,4,18:00:00,14,E09000026,5,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,E01003758
541460.0,190200.0,0.040774,51.592843,1,2,1,1,2005-03-17,5,13:15:00,14,E09000026,6,0,6,40,3,2,3,1400,0,0,1,1,1,0,0,1,1,E01003763
540560.0,189550.0,0.02753,51.587227,1,2,1,1,2005-03-19,7,17:06:00,14,E09000026,6,0,6,30,3,4,3,113,0,0,1,1,1,0,0,1,1,E01003759
544530.0,189300.0,0.084693,51.583977,1,2,2,1,2005-03-19,7,20:00:00,14,E09000026,5,0,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01003639
543340.0,190080.0,0.067847,51.591289,1,2,1,1,2005-04-13,4,13:36:00,14,E09000026,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003712
540990.0,187030.0,0.032722,51.564475,1,2,1,1,2005-04-17,1,14:05:00,14,E09000026,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003793
541390.0,189550.0,0.039503,51.587019,1,2,2,2,2005-05-02,2,17:50:00,14,E09000026,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003764
543970.0,189910.0,0.076866,51.589601,1,2,1,1,2005-04-28,5,21:00:00,14,E09000026,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01003711
543430.0,186300.0,0.067603,51.557301,1,2,1,1,2005-05-15,1,20:20:00,14,E09000026,3,118,3,30,3,4,3,118,0,0,1,1,1,0,0,1,1,E01003728
543310.0,187240.0,0.066256,51.565778,1,2,1,1,2005-05-18,4,20:45:00,14,E09000026,3,123,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003788
544450.0,191220.0,0.084329,51.60125,1,2,1,1,2005-06-02,5,18:40:00,14,E09000026,3,123,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003704
543980.0,186550.0,0.075634,51.559407,1,2,2,1,2005-06-09,5,08:32:00,14,E09000026,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01003687
544000.0,185370.0,0.075439,51.548799,1,2,1,1,2005-06-10,6,17:35:00,14,E09000026,3,123,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01003733
542000.0,188330.0,0.047809,51.575903,1,2,2,1,2005-06-21,3,12:00:00,14,E09000026,3,12,3,40,0,-1,-1,0,0,0,1,1,1,4,0,1,1,E01003697
540270.0,188750.0,0.023027,51.58011,1,2,2,3,2005-06-20,2,08:05:00,14,E09000026,5,0,6,30,6,2,3,113,0,5,1,1,1,0,0,1,1,E01003778
544200.0,187720.0,0.079285,51.569864,1,2,2,1,2005-06-30,5,21:48:00,14,E09000026,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01003786
546490.0,187170.0,0.112075,51.564332,1,2,2,1,2005-06-24,6,13:45:00,14,E09000026,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01003718
540330.0,187590.0,0.02343,51.569672,1,2,2,2,2005-07-02,7,17:05:00,14,E09000026,3,1008,6,30,6,4,3,114,0,0,1,1,1,0,0,1,1,E01003791
544640.0,185300.0,0.084634,51.548006,1,2,2,3,2005-07-07,5,08:23:00,14,E09000026,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01003735
542310.0,187480.0,0.051935,51.568187,1,2,2,3,2005-07-16,7,18:25:00,14,E09000026,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003693
